Mod:Item:MetaData, Localized Name
redstonearsenal:tool.battlewrench_flux, Flux-Infused BattleWrench
redstonearsenal:tool.sword_flux, Flux-Infused Sword
redstonearsenal:tool.shovel_flux, Flux-Infused Shovel
redstonearsenal:tool.pickaxe_flux, Flux-Infused Pickaxe
redstonearsenal:tool.axe_flux, Flux-Infused Axe
redstonearsenal:tool.bow_flux, Flux-Infused Bow
redstonearsenal:tool.fishing_rod_flux, Flux-Infused Fishing Rod
redstonearsenal:tool.sickle_flux, Flux-Infused Sickle
redstonearsenal:tool.hammer_flux, Flux-Infused Hammer
redstonearsenal:tool.shield_flux, Flux-Infused Shield
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:0, Basic Drawer
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:1, Basic Drawers 1x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:2, Basic Drawers 2x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:3, Half Drawers 1x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:basicDrawers:4, Half Drawers 2x2
storagedrawers:compDrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerSlave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingTable, Framing Table
storagedrawers:customDrawers:0, Framed Drawer
storagedrawers:customDrawers:1, Framed Drawers 1x2
storagedrawers:customDrawers:2, Framed Drawers 2x2
storagedrawers:customDrawers:3, Framed Half Drawers 1x2
storagedrawers:customDrawers:4, Framed Half Drawers 2x2
storagedrawers:customTrim, Framed Trim
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:upgradeTemplate, Upgrade Template
storagedrawers:upgradeStorage:0, Storage Upgrade (I)
storagedrawers:upgradeStorage:1, Storage Upgrade (II)
storagedrawers:upgradeStorage:2, Storage Upgrade (III)
storagedrawers:upgradeStorage:3, Storage Upgrade (IV)
storagedrawers:upgradeStorage:4, Storage Upgrade (V)
storagedrawers:upgradeOneStack, Storage Downgrade
storagedrawers:upgradeStatus:0, Status Upgrade (I)
storagedrawers:upgradeStatus:1, Status Upgrade (II)
storagedrawers:upgradeVoid, Void Upgrade
storagedrawers:upgradeCreative:0, Creative Storage Upgrade
storagedrawers:upgradeCreative:1, Creative Vending Upgrade
storagedrawers:upgradeRedstone:0, Redstone Upgrade
storagedrawers:upgradeRedstone:1, Redstone Max Upgrade
storagedrawers:upgradeRedstone:2, Redstone Min Upgrade
storagedrawers:drawerKey, Drawer Key
storagedrawers:shroudKey, Concealment Key
storagedrawers:personalKey, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
refinedstorage:controller:0, Controller
refinedstorage:controller:1, Creative Controller
refinedstorage:grid:0, Grid
refinedstorage:grid:1, Crafting Grid
refinedstorage:grid:2, Pattern Grid
refinedstorage:grid:3, Fluid Grid
refinedstorage:crafting_monitor, Crafting Monitor
refinedstorage:crafter, Crafter
refinedstorage:processing_pattern_encoder, Processing Pattern Encoder
refinedstorage:disk_drive, Disk Drive
refinedstorage:storage:0, 1k Storage Block
refinedstorage:storage:1, 4k Storage Block
refinedstorage:storage:2, 16k Storage Block
refinedstorage:storage:3, 64k Storage Block
refinedstorage:storage:4, Creative Storage Block
refinedstorage:fluid_storage:0, 64k Fluid Storage Block
refinedstorage:fluid_storage:1, 128k Fluid Storage Block
refinedstorage:fluid_storage:2, 256k Fluid Storage Block
refinedstorage:fluid_storage:3, 512k Fluid Storage Block
refinedstorage:fluid_storage:4, Creative Fluid Storage Block
refinedstorage:solderer, Solderer
refinedstorage:cable, Cable
refinedstorage:importer, Importer
refinedstorage:exporter, Exporter
refinedstorage:external_storage, External Storage
refinedstorage:constructor, Constructor
refinedstorage:destructor, Destructor
refinedstorage:reader, Reader
refinedstorage:writer, Writer
refinedstorage:detector, Detector
refinedstorage:relay, Relay
refinedstorage:interface, Interface
refinedstorage:fluid_interface, Fluid Interface
refinedstorage:wireless_transmitter, Wireless Transmitter
refinedstorage:machine_casing, Machine Casing
refinedstorage:network_transmitter, Network Transmitter
refinedstorage:network_receiver, Network Receiver
refinedstorage:disk_manipulator, Disk Manipulator
refinedstorage:quartz_enriched_iron, Quartz Enriched Iron
refinedstorage:storage_disk:0, 1k Storage Disk
refinedstorage:storage_disk:1, 4k Storage Disk
refinedstorage:storage_disk:2, 16k Storage Disk
refinedstorage:storage_disk:3, 64k Storage Disk
refinedstorage:storage_disk:4, Creative Storage Disk
refinedstorage:fluid_storage_disk:0, 64k Fluid Storage Disk
refinedstorage:fluid_storage_disk:1, 128k Fluid Storage Disk
refinedstorage:fluid_storage_disk:2, 256k Fluid Storage Disk
refinedstorage:fluid_storage_disk:3, 512k Fluid Storage Disk
refinedstorage:fluid_storage_disk:4, Creative Fluid Storage Disk
refinedstorage:storage_housing, Storage Housing
refinedstorage:pattern, Pattern
refinedstorage:storage_part:0, 1k Storage Part
refinedstorage:storage_part:1, 4k Storage Part
refinedstorage:storage_part:2, 16k Storage Part
refinedstorage:storage_part:3, 64k Storage Part
refinedstorage:fluid_storage_part:0, 64k Fluid Storage Part
refinedstorage:fluid_storage_part:1, 128k Fluid Storage Part
refinedstorage:fluid_storage_part:2, 256k Fluid Storage Part
refinedstorage:fluid_storage_part:3, 512k Fluid Storage Part
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:0, Wireless Grid
refinedstorage:wireless_grid:1, Creative Wireless Grid
refinedstorage:processor:0, Printed Basic Processor
refinedstorage:processor:1, Printed Improved Processor
refinedstorage:processor:2, Printed Advanced Processor
refinedstorage:processor:3, Basic Processor
refinedstorage:processor:4, Improved Processor
refinedstorage:processor:5, Advanced Processor
refinedstorage:processor:6, Printed Silicon
refinedstorage:core:0, Construction Core
refinedstorage:core:1, Destruction Core
refinedstorage:silicon, Silicon
refinedstorage:upgrade:0, Upgrade
refinedstorage:upgrade:1, Range Upgrade
refinedstorage:upgrade:2, Speed Upgrade
refinedstorage:upgrade:3, Crafting Upgrade
refinedstorage:upgrade:4, Stack Upgrade
refinedstorage:upgrade:5, Interdimensional Upgrade
refinedstorage:upgrade:6, Silk Touch Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:upgrade:7, Fortune Upgrade
refinedstorage:grid_filter, Grid Filter
refinedstorage:network_card, Network Card
refinedstorage:wrench, Wrench
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:0, Wireless Crafting Monitor
refinedstorage:wireless_crafting_monitor:1, Creative Wireless Crafting Monitor
rftools:smartwrench, Smart Wrench
rftools:rftools_manual, RFTools Manual
rftools:dimensional_shard, Dimensional Shard
rftools:shard_wand, Shard Wand
rftools:infused_diamond, Infused Diamond
rftools:syringe, Syringe
rftools:peace_essence, Peace Essence
rftools:developers_delight, Developers Delight
rftools:network_monitor, RF Network Monitor
rftools:machine_frame, Machine Frame
rftools:machine_base, Machine Base
rftools:dimensional_shard_ore, Dimensional Shard Ore
rftools:coalgenerator, Coal Generator
rftools:crafter1, Crafter Tier 1
rftools:crafter2, Crafter Tier 2
rftools:crafter3, Crafter Tier 3
rftools:modular_storage, Modular Storage
rftools:remote_storage, Remote Storage
rftools:storage_terminal, Storage Terminal
rftools:level_emitter, Level Emitter
rftools:storage_module_tablet, Storage Module Tablet
rftools:storage_module:0, Storage Module Tier 1
rftools:storage_module:1, Storage Module Tier 2
rftools:storage_module:2, Storage Module Tier 3
rftools:storage_module:6, Remote Storage Module
rftools:oredict_module, Ore Dictionary Storage Module
rftools:generic_module, Generic Storage Module
rftools:filter_module, Storage Filter Module
rftools:matter_transmitter, Matter Transmitter
rftools:matter_receiver, Matter Receiver
rftools:dialing_device, Dialing Device
rftools:simple_dialer, Simple Dialer
rftools:destination_analyzer, Destination Analyzer
rftools:matter_booster, Matter Booster
rftools:teleport_probe, Teleporter Probe
rftools:charged_porter, Charged Porter
rftools:advanced_charged_porter, Advanced Charged Porter
rftools:screen, Screen
rftools:creative_screen, Creative Screen
rftools:screen_hitblock, Screen
rftools:screen_controller, Screen Controller
rftools:text_module, Text Module
rftools:inventory_module, Inventory Module
rftools:inventoryplus_module, Inventory Plus Module
rftools:energy_module, Energy Module
rftools:energyplus_module, Energy Plus Module
rftools:clock_module, Clock Module
rftools:fluid_module, Fluid Module
rftools:fluidplus_module, Fluid Plus Module
rftools:machineinformation_module, Machine Information Module
rftools:button_module, Button Module
rftools:elevator_button_module, Elevator Button Module
rftools:redstone_module, Redstone Module
rftools:counter_module, Counter Module
rftools:counterplus_module, Counter Plus Module
rftools:storage_control_module, Storage Control Module
rftools:dump_module, Dump Module
rftools:sequencer_block, Sequencer
rftools:timer_block, Timer
rftools:counter_block, Counter
rftools:redstone_transmitter_block, Redstone Transmitter
rftools:redstone_receiver_block, Redstone Receiver
rftools:logic_block, Logic Gate
rftools:invchecker_block, Inventory Checker
rftools:sensor_block, Sensor
rftools:wire_block, Wire
rftools:machine_infuser, Machine Infuser
rftools:space_chamber, Space Chamber Corner Block
rftools:space_chamber_controller, Space Chamber Controller Block
rftools:builder, Builder Block
rftools:support_block, Support Block
rftools:space_chamber_card, Space Chamber Card
rftools:shape_card:0, Shape Card
rftools:shape_card:1, Shape Card (Void)
rftools:shape_card:2, Shape Card (Quarry)
rftools:shape_card:3, Shape Card (Silk Quarry)
rftools:shape_card:4, Shape Card (Fortune Quarry)
rftools:shape_card:5, Shape Card (Clearing Quarry)
rftools:shape_card:6, Shape Card (Clearing Silk Quarry)
rftools:shape_card:7, Shape Card (Clearing Fortune Quarry)
rftools:shape_card:8, Shape Card (Pump)
rftools:shape_card:9, Shape Card (Clearing Pump)
rftools:powercell, Powercell
rftools:powercell_advanced, Advanced Powercell
rftools:powercell_creative, Creative Powercell
rftools:powercell_simple, Simple Powercell
rftools:powercell_card, Powercell Card
rftools:relay, Power Relay
rftools:rf_monitor, RF Monitor
rftools:liquid_monitor, Liquid Monitor
rftools:shield_block1, Shield Projector Tier 1
rftools:shield_block2, Shield Projector Tier 2
rftools:shield_block3, Shield Projector Tier 3
rftools:shield_block4, Shield Projector Tier 4
rftools:invisible_shield_block, Invisible Shield Block
rftools:notick_invisible_shield_block, Invisible Shield Block
rftools:solid_shield_block, Solid Shield Block
rftools:notick_solid_shield_block, Solid Shield Block
rftools:shield_template_block, Shield Template
rftools:environmental_controller, Environmental Controller
rftools:regeneration_module, Regeneration Module
rftools:regenerationplus_module, Regeneration Plus Module
rftools:speed_module, Speed Module
rftools:speedplus_module, Speed Plus Module
rftools:haste_module, Haste Module
rftools:hasteplus_module, Haste Plus Module
rftools:saturation_module, Saturation Module
rftools:saturationplus_module, Saturation Plus Module
rftools:featherfalling_module, Feather Falling Module
rftools:featherfallingplus_module, Feather Falling Plus Module
rftools:flight_module, Flight Module
rftools:peaceful_module, Peaceful Module
rftools:waterbreathing_module, Water Breathing Module
rftools:nightvision_module, Night Vision Module
rftools:blindness_module, Blindness Module
rftools:weakness_module, Weakness Module
rftools:poison_module, Poison Module
rftools:slowness_module, Slowness Module
rftools:glowing_module, Glowing Module
rftools:luck_module, Luck Module
rftools:noteleport_module, No Teleport Module
rftools:spawner, Spawner
rftools:matter_beamer, Matter Beamer
rftools:block_protector, Block Protector
rftools:item_filter, Item Filter
rftools:security_manager, Security Manager
rftools:orphaning_card, Orphaning Card
rftools:security_card, Security Card
rftools:endergenic, Endergenic Generator
rftools:pearl_injector, Pearl Injector
rftools:ender_monitor, Ender Monitor
rftools:storage_scanner, Storage Scanner
rftools:elevator, Elevator
rftools:booster, Booster
rftoolscontrol:rftoolscontrol_manual, RFTools Control Manual
rftoolscontrol:program_card, Program Card
rftoolscontrol:cpu_core_500, CPU Core B500
rftoolscontrol:cpu_core_1000, CPU Core S1000
rftoolscontrol:cpu_core_2000, CPU Core EX2000
rftoolscontrol:ram_chip, RAM Chip 8E
rftoolscontrol:network_card, Network Card
rftoolscontrol:advanced_network_card, Advanced Network Card
rftoolscontrol:card_base, Card Base
rftoolscontrol:crafting_card, Crafting Card
rftoolscontrol:token, Token
rftoolscontrol:network_identifier, Network Identifier
rftoolscontrol:graphics_card, Graphics Card
rftoolscontrol:variable_module, Variable Module
rftoolscontrol:interaction_module, Interaction Module
rftoolscontrol:console_module, Console Module
rftoolscontrol:vectorart_module, Vector Art Module
rftoolscontrol:programmer, Programmer
rftoolscontrol:processor, Processor
rftoolscontrol:node, Node
rftoolscontrol:craftingstation, Crafting Station
rftoolscontrol:workbench, Workbench
rftoolscontrol:tank, Multi Tank
simplyjetpacks:itemJetpack:0, Creative Jetpack
simplyjetpacks:itemJetpack:1, Tuberous Jetpack
simplyjetpacks:itemJetpack:2, Conductive Iron Jetpack
simplyjetpacks:itemJetpack:3, Electrical Steel Jetpack
simplyjetpacks:itemJetpack:4, Energetic Jetpack
simplyjetpacks:itemJetpack:5, Vibrant Jetpack
simplyjetpacks:itemJetpack:6, Conductive Iron Jetpack (Armored)
simplyjetpacks:itemJetpack:7, Electrical Steel Jetpack (Armored)
simplyjetpacks:itemJetpack:8, Energetic Jetpack (Armored)
simplyjetpacks:itemJetpack:9, Vibrant Jetpack (Armored)
simplyjetpacks:itemJetpack:10, Dark Soularium JetPlate
simplyjetpacks:metaItem:0, Particle Customizer (Default)
simplyjetpacks:metaItem:1, Particle Customizer (None)
simplyjetpacks:metaItem:2, Particle Customizer (Smoke Only)
simplyjetpacks:metaItem:3, Particle Customizer (Rainbow Smoke)
simplyjetpacks:metaItem:4, Leather Strap
simplyjetpacks:metaItemEIO:0, Dark Soularium Ingot
simplyjetpacks:metaItemEIO:1, Reinforced Glider Wing
simplyjetpacks:metaItemEIO:2, Flight Control Unit (Empty)
simplyjetpacks:metaItemEIO:3, Flight Control Unit
simplyjetpacks:metaItemEIO:4, Conductive Iron Thruster
simplyjetpacks:metaItemEIO:5, Electrical Steel Thruster
simplyjetpacks:metaItemEIO:6, Energetic Thruster
simplyjetpacks:metaItemEIO:7, Vibrant Thruster
simplyjetpacks:metaItemEIO:8, Dark Soularium Thruster
simplyjetpacks:metaItemEIO:9, Silicon Armor Plating
simplyjetpacks:metaItemEIO:10, Conductive Iron Armor Plating
simplyjetpacks:metaItemEIO:11, Electrical Steel Armor Plating
simplyjetpacks:metaItemEIO:12, Dark Steel Armor Plating
sleepingbag:sleepingbag, Sleeping Bag
solarfluxreborn:solar0, Solar Panel I
solarfluxreborn:solar1, Solar Panel II
solarfluxreborn:solar2, Solar Panel III
solarfluxreborn:solar3, Solar Panel IV
solarfluxreborn:solar4, Solar Panel V
solarfluxreborn:solar5, Solar Panel VI
solarfluxreborn:solar6, Solar Panel VII
solarfluxreborn:solar7, Solar Panel VIII
solarfluxreborn:wire_1, First Cable
solarfluxreborn:wire_2, Second Cable
solarfluxreborn:wire_3, The Last Cable
solarfluxreborn:mirror, Mirror
solarfluxreborn:solarCell1, Photovoltaic cell I
solarfluxreborn:solarCell2, Photovoltaic cell II
solarfluxreborn:solarCell3, Photovoltaic cell III
solarfluxreborn:solarCell4, Photovoltaic cell IV
solarfluxreborn:upgradeEfficiency, Efficiency upgrade
solarfluxreborn:upgradeLowLight, Low light upgrade
solarfluxreborn:upgradeTraversal, Machine traversal upgrade
solarfluxreborn:upgradeTransferRate, Transfer rate upgrade
